Average heights,          sum(height - 68.08847) / n,,,,,
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
68.2,0.012438979,,,,,0.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
69.2,1.235499324,,,,,1.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
70.2,4.458559669,,,,,2.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
71.2,9.681620014,,,,,3.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
72.2,16.90468036,,,,,4.111530172
73.2,26.1277407,,,,,5.111530172
73.2,26.1277407,,,,,5.111530172
73.2,26.1277407,,,,,5.111530172
73.2,26.1277407,,,,,5.111530172
73.2,26.1277407,,,,,5.111530172
73.2,26.1277407,,,,,5.111530172
73.2,26.1277407,,,,,5.111530172
73.2,26.1277407,,,,,5.111530172
73.2,26.1277407,,,,,5.111530172
73.2,26.1277407,,,,,5.111530172
73.2,26.1277407,,,,,5.111530172
73.2,26.1277407,,,,,5.111530172
73.2,26.1277407,,,,,5.111530172
73.2,26.1277407,,,,,5.111530172
73.2,26.1277407,,,,,5.111530172
73.2,26.1277407,,,,,5.111530172
73.2,26.1277407,,,,,5.111530172
73.7,31.48927088,,,,,5.611530172
73.7,31.48927088,,,,,5.611530172
73.7,31.48927088,,,,,5.611530172
73.7,31.48927088,,,,,5.611530172
73.7,31.48927088,,,,,5.611530172
73.7,31.48927088,,,,,5.611530172
73.7,31.48927088,,,,,5.611530172
73.7,31.48927088,,,,,5.611530172
73.7,31.48927088,,,,,5.611530172
73.7,31.48927088,,,,,5.611530172
73.7,31.48927088,,,,,5.611530172
73.7,31.48927088,,,,,5.611530172
73.7,31.48927088,,,,,5.611530172
73.7,31.48927088,,,,,5.611530172
